foodtype,shopname
粤菜,客家汇风味食府(海上世界店)
火锅,源杨记串串香(西丽店)
粤菜,潮梅里卤鹅
韩国料理,本家韩国料理(泰然店)
火锅,一叶一世界藏茶素食火锅(深圳香...
火锅,汕头八合里海记牛肉店(沙河街店)
火锅,湊湊·火锅·茶憩(来福士广场店)
面包甜点,喜茶(龙华九方店)
湘菜,君庭中餐馆
川菜,巴蜀风(振兴店)
西餐,西堤厚牛排(深圳中心城店)
小龙虾,龙巢盱眙龙虾(香蜜湖店)
火锅,同仁四季音乐主题餐厅(罗湖国贸...
日本料理,堂本家日式炸猪排专卖店(海岸城...
海鲜,海大大蒸汽海鲜主题餐厅
烧烤,某个时间(西丽店)
海鲜,十面欢腾
川菜,蓉悦餐厅(益田假日广场店)
面包甜点,喜茶(海雅缤纷城店)
川菜,炉鱼(海岸城店)
川菜,胡桃里音乐酒馆(中心城店)
日本料理,米馥寿司(东门店)
日本料理,寿司大(福田店)
粤菜,海月百味馆(后海店)
湘菜,望湘园(皇庭广场店)
茶餐厅,港丽餐厅(九方购物中心店)
面包甜点,喜茶(万象黑金店)
海鲜,逸海休闲餐厅
日本料理,西村日本料理·铁板烧(蛇口店)
江浙菜,吴莊
西北菜,西贝莜面村(深圳华强北九方店)
西北菜,西贝莜面村(深圳八卦店)
其他,云海肴云南菜(海雅缤纷城店)
火锅,汕头金砂里波记牛肉火锅
江浙菜,安小馆(岗厦店)
火锅,怡品川宇火锅(宝安店)
咖啡厅,LUCKY音乐清吧
西餐,fun. noodle bar
咖啡厅,Littlething Cafe 小新咖啡
咖啡厅,素咫
韩国料理,苹果猪猪韩国料理(海岸城店)
自助餐,东海朗廷酒店餐厅
火锅,鸭掌门特色火锅
茶餐厅,阿飛冰室
面包甜点,提拉米苏蛋糕下午茶
西北菜,西贝莜面村(深圳海雅缤纷城店)
火锅,原牛道牛肉火锅(A8音乐大厦店)
小龙虾,汉虾王(宝安前进店)
创意菜,花园里·融和菜
江浙菜,花塘(皇庭广场店)
咖啡厅,BLEND 咖啡部落
火锅,华神龙火锅(湖贝店)
火锅,四川香天下火锅(华侨城店)
西餐,Baia Restaurant Bar Grill(海上...
素菜,静颐茶馆
海鲜,79号渔船海鲜主题饭店(寰宇店)
火锅,润园四季椰子鸡(卓越INTOWN店)
江浙菜,南京大牌档(九方店)
火锅,润园四季椰子鸡(安徽大厦店)
粤菜,唐宫小聚(海岸城店)
日本料理,盛丼日式料理(红宝路店)
江浙菜,外婆家(皇庭广场店)
粤菜,十二少(水围店)
火锅,东宝海鲜火锅店(香蜜湖1979店)
小龙虾,松哥油焖大虾(香蜜湖二店)
西北菜,十三羊蒙古羊排店(福中店)
火锅,犇犇牛火锅(罗湖总店)
烧烤,丹东特色烤肉(学府路一部店)
粤菜,渔米粥(南山店)
日本料理,西村日本料理(福田店)
川菜,缪氏川菜(龙华九方店)
火锅,渝海棠火锅
面包甜点,喜茶(东门1234店)
韩国料理,火桶1971
日本料理,Lodestone吸铁石 日式烧肉
日本料理,食冶日本料理铁板烧(石厦店)
日本料理,居酒屋霞(居酒屋 かすみ)
日本料理,gogosushi外卖寿司
海鲜,迎客春蒸汽桑拿海鲜餐厅(湖贝店)
粤菜,Teafood茶米之间
粤菜,唐宫海鲜舫(东门店)
日本料理,焱焱日本料理(八号仓店)
素菜,新梅园圆通素食(泰然店)
面包甜点,無邪日式甜品(海岸城店)
日本料理,BUILDSTONE(築石料理)
西餐,PizzaExpress玛尚诺(万象城店)
小龙虾,松哥油焖大虾(罗湖店)
自助餐,登喜路国际大酒店
粤菜,森记潮州砂锅粥(大梅沙店)
海鲜,蒸鲜原味蒸汽海鲜(福田店)
面包甜点,YO!Tea有茶(来福士广场店)
烧烤,东北泥炉烤肉(新安分店)
火锅,汕头八合里海记牛肉店(宝安新安...
火锅,园闰椰子鸡(总店)
日本料理,牛氣燒.炭火烧肉餐吧
日本料理,全垒打(保利文化广场店)
小龙虾,探虾(白石洲店)
烧烤,慕炭东北烤肉(前海路店)
烧烤,杨家忆品
韩国料理,金花溪韩国料理
自助餐,瑞吉酒店-秀餐厅
火锅,润园四季椰子鸡(梅林卓悦汇店)
川菜,太二酸菜鱼(金光华广场店)
粤菜,巴马小屋
火锅,原牛道牛肉火锅(现代国际店)
西北菜,西贝莜面村(深圳梅林卓悦店)
西北菜,西贝莜面村(深圳欢乐海岸店)
川菜,探鱼(龙岗Cocopark)
川菜,巴粮坊(南油店)
火锅,四季椰林椰子鸡(皇庭店)
日本料理,KYOKU铁板烧
创意菜,米店(梅林店)
自助餐,大中华希尔顿酒店“念”全日制自...
火锅,汕头八合里海记牛肉店(深圳民治...
西北菜,西贝莜面村(深圳欢乐颂店)
日本料理,小町号料理.酒场
东南亚菜,鑫泰泰国料理(东海缤纷天地店)
面包甜点,喜茶(欢乐海岸店)
面包甜点,喜茶热麦(卓越intown店)
面包甜点,Cake Only专爱法式蛋糕(宝能华府...
其他,1949全鸭季(欢乐海岸购物中心店)
小龙虾,松哥油焖大虾(海岸城店)
西餐,杂咖(中心城店)
西餐,PAULANER BRAUHAUS 德国帕拉娜自...
西北菜,西贝莜面村(深圳龙华九方店)
西北菜,西贝莜面村(深圳COCO Park店)
川菜,炭舍(福田COCO Park店)
粤菜,观海酒家(山顶店)
火锅,斑鱼傳説(东园店)
茶餐厅,香港新发烧腊茶餐厅(凤凰路店)
其他,桂小厨(欢乐海岸购物中心店)
火锅,斑鱼傳説(彩虹城店)
西餐,The 7th day 第七天
江浙菜,南京大牌档(KKMALL店)
东南亚菜,暹罗泰(侨城店)
川菜,炭舍(福田KK ONE店)
西餐,乐凯撒·榴莲比萨(丽晶国际店)
湘菜,2046湘味厨房(蛇口店)
火锅,成都老码头火锅(罗湖店)
日本料理,食冶日本料理·铁板烧(海岸城店)
自助餐,君悦酒店-乐厨
火锅,一品炎火锅
日本料理,极上萬膳日本料理·铁板烧(kkone...
茶餐厅,香港新发烧腊茶餐厅(水围店)
粤菜,日日香鹅肉饭店(欢乐海岸店)
日本料理,新鲜屋
日本料理,堂本家日式炸猪排专卖店(中心城...
粤菜,開飯餐廳·唐苑旗下人气粤菜(来...
日本料理,竹屿日本料理(学府路店)
咖啡厅,十日谈
火锅,蜀大侠火锅|成都味儿
西餐,王品牛排(深圳深南店)
西北菜,大秦小宴
湘菜,李师傅脆肚(红荔路店)
韩国料理,姜虎东白丁烤肉(COCO Park店)
自助餐,中洲万豪南山尚膳自助餐
咖啡厅,Akimbo Cafe
面包甜点,喜茶(海岸城店)
西餐,拾号牛扒
火锅,汕头八合里海记牛肉店(南湖店)
小吃快餐,天津煎饼果子
西餐,Artisans Pizza 匠人加利福利亚...
日本料理,本源食集 無煙燒肉·日料
小龙虾,汉虾王(中心城店)
海鲜,强记海鲜餐厅(蛇口店)
粤菜,极浦亭花园餐厅
湘菜,2046湘味厨房(科技园南店)
日本料理,事外英式居酒屋(中心城店)
海鲜,嘻螺海鲜餐厅(海岸城店)
西餐,Life&Kitchen美式餐厅(蛇口6号花...
面包甜点,喜茶Lab概念店(怡景中心城店)
日本料理,青筠焱烧肉酒巷
粤菜,潮满香卤鹅饭店
茶餐厅,香港新发烧腊茶餐厅(万象店)
小龙虾,松哥油焖大虾(香蜜湖店)
日本料理,歌志轩日式油拉面(宝安机场T3店)
火锅,海底捞火锅(粤商中心店)
东南亚菜,Bollywood宝莱坞印度餐厅(华强北...
火锅,汕头八合里海记牛肉店(购物公园...
西餐,玖肆 The Pub精酿啤酒主题餐吧
西餐,香辛厨房 Sugar & Spice
火锅,麻辣尚席-火锅(华侨城创意园明星...
粤菜,利苑酒家(宝安南路店)
海鲜,蒸的好海鲜馆
粤菜,潮香四海(正宗潮汕风味)
日本料理,枫庭日式料理(海岸城店)
粤菜,鹏城饭馆(大鹏所城东门店)
火锅,汕头八合里海记牛肉店(新洲店)
小龙虾,汉虾王(科技园店)
小龙虾,文和友老长沙龙虾馆(罗湖店)
火锅,藏途家肴·墨脱石锅(国贸店)
日本料理,龙酒场日本料理
日本料理,虎喰烧肉.酒场
川菜,胡桃里音乐酒馆
火锅,海底捞火锅(龙岗星河时代店)
小龙虾,松哥油焖大虾(石洲中路店)
火锅,润园四季椰子鸡(华侨城创意园店)
西北菜,西贝莜面村(深圳香蜜湖店)
粤菜,深井村(宝安店)
火锅,麻辣藝号·重庆火锅
日本料理,六本堂(花园城店)
日本料理,灝之料理
日本料理,雪月花炭烧酒场(购物公园店)
日本料理,蟹王道《北海道蟹料理》(金丰城...
小龙虾,辣家私厨(信和店)
小龙虾,江味龙虾馆(罗湖店)
西餐,TAPS精酿啤酒屋(购物公园店)
西餐,君悦酒店-悦景扒房
火锅,跳墙(南山枫叶店)
火锅,汕头八合里海记牛肉店(龙华店)
其他,云海肴云南菜(南山海岸城店)
茶餐厅,點都德(华强楼店)
日本料理,龙界炉端烧活海鲜酒场
火锅,汕头八合里海记牛肉店(海岸城店)
茶餐厅,香港新发烧腊茶餐厅(书城店)
日本料理,大和桜花爛漫▪豚骨拉面专门店(海...
西餐,王品牛排(海岸城店)
咖啡厅,Triangle Coffee
咖啡厅,邻间(阿里巴巴大厦店)
西餐,I HOLIC PIZZA(艾豪丽披萨)
火锅,顺德公猪肚鸡(kkmall店)
火锅,汕头八合里海记牛肉店(海德店)
火锅,汕头八合里海记牛肉店(南头店)
面包甜点,喜茶(Cocopark店)
火锅,汕头八合里海记牛肉店(车公庙店)
火锅,汕头八合里海记牛肉店(东园店)
咖啡厅,空Kong
烧烤,嘻游记(来福士店)
西北菜,西贝莜面村(深圳宝能太古城店)
西餐,王品牛排(益田假日广场店)
日本料理,花隐日式怀石料理(深圳益田假日...
小吃快餐,成都钟姐钵钵鸡
新疆菜,1001餐厅
日本料理,烧肉万福(罗湖店)
火锅,海底捞火锅(上河坊店)
日本料理,一人前居食屋(红宝路店)
日本料理,渡来料亭
火锅,额尔敦传统涮
火锅,汕头八合里海记牛肉店(南园路店)
粤菜,凤凰楼
火锅,卅卅SASA
粤菜,翠园JADE GARDEN
粤菜,翠园JADE GARDEN
火锅,海底捞火锅(茂业店)
火锅,海底捞火锅(汉京大厦店)
日本料理,四叶寿司(香蜜湖店)
火锅,深湖记·潮牛火锅(来福士广场店)
火锅,顶真牛肉潮式火锅(湾厦店)
湘菜,2046湘味厨房(科技园海王店)
日本料理,植藤日本料理(中洲万豪店)
韩国料理,姜虎东白丁烤肉
日本料理,四叶寿司(深圳华侨城店)
湘菜,天宝兄弟虾蟹蛇
韩国料理,民笑韩国料理
日本料理,KYOKU日本料理(福田店)
火锅,海底捞火锅(海雅缤纷城店)
咖啡厅,BROTHER KAFE
西餐,红厨
火锅,海底捞(金光华店)
川菜,撒椒(金光华店)
海鲜,叫嚎oyoyster·仅配送
粤菜,饭聚
日本料理,一鱼刺身(南航店)
火锅,鼎汇丰重庆老火锅餐厅
粤菜,普语堂·茶堂小厨
西餐,Oyster Talks 环球食材体验馆
海鲜,来一局 · 盐焗蟹工坊(大鹏  较...
火锅,小鲩鱼全鱼宴·108味(龙华店)
火锅,巴错火锅
日本料理,居食屋和民(花园城店)
日本料理,鮨一日本料理
烧烤,极炙·台灣精致炭火烤肉
小龙虾,江味龙虾馆(南山店)
烧烤,橘焱胡同烧肉夜食(保利店)
西餐,San Marco圣马可意大利西餐厅(中...
火锅,藏途家肴·墨脱石锅(万象城店)
粤菜,利宝阁
火锅,海底捞火锅(福华三路店)
日本料理,大阪烧肉双子(国贸店)
川菜,烹火(临江路店)
小吃快餐,常客九江肥肠粉
串串香,草根串串(南城都汇店)
火锅,帮重火锅(铁像寺店)
川菜,遇见小厨
小龙虾,蟹逅-缅甸辣螃蟹(华润二十四城店...
面包甜点,森山抹茶本舖(来自京都店)
日本料理,大福寿司
日本料理,雷门拉面(凯德来福士店)
其他,醉龙虾
火锅,大龙燚火锅(棕北店)
火锅,味绝美蛙鱼头火锅(中坝店)
日本料理,我的寿司
韩国料理,兰韩 · 正统韩食(盐市口店)
烧烤,猫抓烤肉(鹏瑞利店)
串串香,不数签签(天府长城店)
串串香,冰火椒蓉串串
私房菜,轻安素食馆
小吃快餐,洞子口张老二凉粉
串串香,钢管厂五区小郡肝串串香(龙都南...
川菜,蓉和小厨(春熙路店)
自助餐,希尔顿酒店全日制餐厅-聚
海鲜,澜悦海鲜蒸汽锅
粤菜,成都钓鱼台精品酒店御苑大堂餐厅
西餐,沙拉疯子
川菜,销魂掌(锦华万达店)
烧烤,瓦烤(紫荆店)
火锅,情妹妹干锅锅(高升桥店)
火锅,蛙三-四川跳水蛙(大悦城店)
川菜,烤匠(建设路店)
火锅,渝宗老灶火锅
海鲜,芙汐fresh蒸汽海鲜料理
粤菜,如轩海鲜粥城(双楠店)
咖啡厅,绘咖啡(王府井店)
西餐,西班牙酒食屋RedPaprika
烧烤,何师烧烤(紫荆花尚店)
西餐,Wagas沃歌斯(成都远洋太古里店)
韩国料理,yo！try！肴拽(龙湖三千集店)
小吃快餐,老妈蹄花总店(东城根街店)
火锅,重庆孔亮火锅音乐餐吧
日本料理,禾隐日料(镋钯街店)
小龙虾,荆楚虾大师
私房菜,朵颐故食
面包甜点,扫雪煮茶
烧烤,寻欢焖烤羊肉串(建设巷店)
串串香,马路边边麻辣烫(致民路店)
素菜,归来素食生活馆(大有智慧店)
火锅,巴蜀舌郎火锅(成都美食名片)
日本料理,和幸幸亭(伊藤洋华堂店)
西餐,KABB西餐酒吧(远洋太古里店)
西餐,芭莉与彩虹(青羊万达店)
火锅,销魂掌(耍都精品店)
火锅,小龙坎老火锅(纪念店)
咖啡厅,叨叨咖啡 DaoDao Coffee(银泰店)
面包甜点,1點點(南紗帽店)
西餐,commune公社(科华北路店)
川菜,顺兴老茶馆(世纪城店)
其他,藏云兰纳(远洋太古里店)
西餐,彼得家牧场·用心做牛排(群光广...
火锅,骉骉老火锅(铁像寺店)
东南亚菜,宝莱坞印度西餐厅
川菜,闲亭(峨影店)
西餐,彼德西餐厅(环球中心店)
火锅,蛙来哒(金牛万达广场店)
川菜,探鱼(龙湖.金楠天街店)
韩国料理,【初雪·木叔的烤肉火锅梅子酒】
粤菜,美心·翠园(ifs国际金融店)
自助餐,食百绚全日制餐厅
火锅,巴蜀印象原味老火锅(总店)
面包甜点,弥茶(天府广场店)
串串香,老妈砂锅串串(小通巷店)
日本料理,喜豚亚洲猪排专门店(成都远洋太...
小龙虾,小红袍龙虾馆(高升桥店)
火锅,小龙坎老火锅(火车南站店)
其他,大蓉和(拉德方斯精品店)
火锅,龙幺妹老火锅(锦华万达店)
川菜,烤匠(凯德·天府店)
小吃快餐,降龙爪爪(建设路店)
日本料理,丼炙食堂(天府长城店)
小龙虾,霸王虾(九眼桥店)
小龙虾,你虾子站到
火锅,良牛满赞潮汕牛肉(雅颂居店)
咖啡厅,猫猫雨咖啡馆
海鲜,浅浪海鲜百汇
日本料理,大渔铁板烧(金楠店)
小吃快餐,老钟家·成都名小吃(上升街店)
自助餐,芭菲盛宴环球美食(奥克斯广场店)
日本料理,熹·极上和牛料理(桐梓林店)
西餐,A Boluza 阿波罗意大利餐厅
小龙虾,虾庭院坝小龙虾(双楠店)
火锅,泡椒小鲜
串串香,五味缘钢管厂小郡肝串串香(芳草...
火锅,重庆赵二老火锅(哥谭2店)
烧烤,大汗烧烤烤羊腿
火锅,重新遇见火锅
火锅,锦城印象火锅酒楼(玉林店)
川菜,转转会(莲桂店)
小吃快餐,夜猫子夜市
火锅,蛙三-四川跳水蛙(春熙路店)
串串香,痴串串(春熙店)
面包甜点,采幸館
火锅,小龙坎老火锅(优品道概念店)
火锅,蜀大侠火锅(动物园概念店)
火锅,妙厨老爹泉水蒸汽石锅鱼(光明街...
川菜,不止释鱼
火锅,坎上坎老火锅
西餐,彼德西餐厅(万象城商场店)
串串香,袁记串串香(人民公园店)
火锅,锦城大院火锅(总店)
火锅,拜子笋子芋儿鸡
川菜,老房子元年食府(毗河店)
韩国料理,史塔克芝士肋排(春熙路店)
川菜,银杏·城南神仙树菜馆
日本料理,Tokyo Beef Dining东京牛肉日料(...
日本料理,炙景台烧肉居酒屋(交大店)
火锅,大妙火锅(锦里店)
面包甜点,Butter Fly空中法式甜点
火锅,土鸡汤锅
粤菜,港久茶餐厅(ifs国际金融店)
西餐,openlife(万象城店)
咖啡厅,独角鲸咖啡(西門店)
川菜,凤栖梧餐厅
火锅,老夏老火锅(西安南路总店)
串串香,串天下(宽窄巷子店)
小吃快餐,愚小面(航空店)
烧烤,金迈圆章鱼水煎肉
其他,胖哥俩肉蟹煲(群光广场店)
私房菜,壹玖贰伍·1925高空私享餐厅
川菜,红杏酒家(明珠店)
其他,胡桃里音乐餐厅(大悦城店)
西餐,Niccolo Kitchen
川菜,杨锅炊牛
西餐,牛排坊-成都群光君悦酒店
川菜,探鱼(凯德新南店)
火锅,城门口九宫格老火锅(中航店)
火锅,鸿社重庆老火锅
火锅,佐冷馋·串串里(339购物中心店)
川菜,打牙祭(八里小区总店)
火锅,壹小馆·皇城老妈(ifs国际金融店...
素菜,文殊院香园.福慧厅
素菜,偶素·普洱素食火锅(凯德·天府...
川菜,口未·私享餐厅
川菜,19新桃源音乐餐厅
西餐,The Standard特色餐厅
川菜,香霸头乌鱼片旗舰店(伏龙小区店)
西餐,鲨鱼沙拉
面包甜点,初代(奎星楼总店)
火锅,青柠记忆青柠花园泰式火锅(群光...
烧烤,孙记碳火烤羊腿
面包甜点,無邪日式抹茶甜品(春熙路店)
烧烤,醉疯烧
其他,不二音乐餐吧
烧烤,叁号铺把把烧(五里墩店)
东南亚菜,象素林泰式海鲜火锅
火锅,一叶一世界藏茶素食火锅(龙湖店)
日本料理,上井精致料理(环球中心店)
川菜,顺裕牛肉
烧烤,叶森活·正宗韩式烤肉
咖啡厅,壹杯
面包甜点,初代宇治抹茶(泛悦城店)
东南亚菜,GOGO Plate(银泰中心in99店)
火锅,恒运捞月火锅
火锅,芝生堂鲜汤锅(汇锦城店)
火锅,無贰重庆老火锅
咖啡厅,猫的天空之城概念书店(成都太古...
私房菜,慢生活创意小厨(泡桐树街店)
火锅,鱼猫
粤菜,圯记粤品点心专门店
串串香,妙小二老火锅串串(红牌楼店)
面包甜点,贩冰冰糍粑冰粉
火锅,巴色鱼捞(西安北路直营店)
串串香,屋头串串香(营门口店)
日本料理,鳗匠-活鳗鱼炭烧料理
川菜,鸡毛店(杨柳河店)
咖啡厅,Fusion Coffee馥饮咖啡
日本料理,岚山·精致料理(紫薇东路店)
新疆菜,北疆饭店(新城吾悦广场店)
烧烤,寻欢焖烤羊肉串(泛悦国际店)
火锅,坎爷秘制火锅
火锅,龙幺妹老火锅(科华店)
烧烤,陈员外烧烤
咖啡厅,innisfree(悦诗风吟咖啡店)
日本料理,岚山·居酒屋(科华店)
川菜,席罐罐罐饭(双桥子店)
日本料理,期会.知喜多日本料理(凯丹广场店...
